date,time_utc,project_code,cwd,session_id,model,skill,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens
2026-02-22,20:57:43,claude-tracking,C:\Users\Tracy\Projects\claude-tracking,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100181,8744,7416276,80876270
2026-02-22,21:25:32,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100259,9476,7510677,85704487
2026-02-22,22:22:32,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100342,10438,7625970,95154017
2026-02-22,22:55:03,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100349,10443,7629915,95600207
2026-02-22,22:55:20,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100353,10471,7631568,95902081
2026-02-22,22:55:47,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100357,10492,7633243,96207270
2026-02-23,00:03:07,claude-tracking,C:\Users\Tracy\Projects\claude-tracking,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100422,10987,7718963,99365647
2026-02-23,00:03:24,EASTER-ISLAND,C:\Users\Tracy\Projects\Easter Island,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100429,11040,7720319,99477238
2026-02-23,00:04:05,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100435,11105,7721186,99630455
2026-02-23,00:04:20,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100438,11107,7721648,99669223
2026-02-23,00:06:07,claude-tracking,C:\Users\Tracy\Projects\claude-tracking,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100442,11129,7722316,99748071
2026-02-23,00:07:02,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100448,11147,7723126,99827867
2026-02-23,02:22:28,claude-tracking,C:\Users\Tracy\Projects\claude-tracking,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100480,11594,7873240,101610998
2026-02-23,16:58:56,claude-tracking,C:\Users\Tracy\Projects\claude-tracking,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100500,11680,8059119,102536389
2026-02-23,17:00:15,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100503,11683,8124586,102554997
2026-02-23,17:22:53,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100720,11836,8129762,103488402
2026-02-23,17:25:19,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100727,11879,8131256,103922729
2026-02-23,17:32:01,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100733,11909,8135083,104276123
2026-02-23,17:32:24,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100737,11932,8136124,104457019
2026-02-23,20:30:03,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100752,11986,8387407,105099717
2026-02-23,20:31:46,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100756,12015,8389477,105307639
2026-02-23,20:33:07,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100767,12133,8405503,106274875
2026-02-23,20:37:15,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100824,12745,8513644,113534984
2026-02-23,20:37:37,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100828,12774,8521265,113845637
2026-02-23,20:48:27,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100839,12811,8601106,114098464
2026-02-23,20:53:01,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100849,12849,8604540,114304270
2026-02-23,20:53:26,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100853,12878,8605830,114412288
2026-02-23,20:54:55,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100872,13002,8611809,115027002
2026-02-23,20:55:16,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100876,13023,8612949,115143004
2026-02-23,20:56:47,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100879,13025,8613772,115201732
2026-02-23,20:57:23,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100883,13052,8614859,115321751
2026-02-23,20:57:59,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100889,13070,8616699,115443027
2026-02-23,20:58:47,Claude Setup,C:\Users\Tracy\Projects\Claude Setup,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100896,13165,8619280,115757587
2026-02-23,21:01:39,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,ee5ce145-c897-4685-80ea-d4e7b46998aa,,,100899,13167,8620492,115821726
2026-02-23,21:39:18,ALD-SERVICETITAN,c:\Users\Tracy\Projects\servicetitan-mcp-server,86f0011e-dcb8-4584-ba65-01b892632abc,,,14,31,21708,131749
2026-02-23,21:46:16,ALD-SERVICETITAN,C:\Users\Tracy\Projects\servicetitan-mcp-server,86f0011e-dcb8-4584-ba65-01b892632abc,,,50,285,95604,1319085
2026-02-23,21:57:24,mnt,C:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,522,200,154130,545432
2026-02-23,22:20:53,mnt,C:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,577,704,280784,4430132
2026-02-23,22:22:49,mnt,C:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,582,744,281940,4767808
2026-02-23,22:25:24,dark-software-factory,C:\Users\Tracy\Projects\dark-software-factory,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,587,785,284699,5109839
2026-02-23,22:25:41,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,590,787,284732,5225970
2026-02-23,22:26:12,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,593,789,285010,5342134
2026-02-23,22:27:01,dark-software-factory,C:\Users\Tracy\Projects\dark-software-factory,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,597,817,285294,5575114
2026-02-23,22:32:34,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,603,835,285386,5808566
2026-02-23,22:37:19,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,606,838,285973,5925338
2026-02-23,22:44:37,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,612,854,286255,6160056
2026-02-23,22:45:18,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,615,855,286707,6277556
2026-02-23,22:47:20,mnt,c:\Users\Tracy\Downloads\files\mnt,0cc266d7-96aa-4add-8ae7-15aa877d53d5,,,618,856,286778,6395508
2026-02-23,23:25:35,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,14,56,36484,126536
2026-02-23,23:26:09,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,17,58,37258,155942
2026-02-23,23:52:13,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,22,100,41318,246634
2026-02-23,23:53:28,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,38,202,48409,586177
2026-02-23,23:57:43,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,49,251,58471,772014
2026-02-24,00:16:39,mnt,C:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,80,387,89974,1672761
2026-02-24,00:18:24,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,86,405,91800,1782585
2026-02-24,00:19:18,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,89,409,93368,1838410
2026-02-24,00:20:33,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,92,411,94487,1895803
2026-02-24,00:20:52,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,95,413,95496,1954315
2026-02-24,00:21:47,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,101,456,105301,2197928
2026-02-24,00:27:35,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,107,474,106907,2329230
2026-02-24,00:29:12,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,113,490,110809,2462138
2026-02-24,00:30:31,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,116,492,112516,2530543
2026-02-24,00:31:33,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,119,494,113747,2600655
2026-02-24,00:31:58,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,122,496,114703,2671998
2026-02-24,00:32:46,mnt,C:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,127,549,116809,2890242
2026-02-24,00:36:57,mnt,C:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,134,603,118572,3265157
2026-02-24,00:38:54,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,140,621,119916,3417339
2026-02-24,00:48:45,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,152,722,129598,4055423
2026-02-24,00:49:42,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,155,724,130549,4139829
2026-02-24,01:56:06,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,161,726,266565,4177045
2026-02-24,03:20:51,mnt,c:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,164,728,336163,4195653
2026-02-24,03:21:48,mnt,C:\Users\Tracy\Downloads\files\mnt,323d3783-81f5-43b2-a2f8-5e67de9fb62e,,,172,758,338014,4550168
2026-02-24,15:32:16,ald-call-analysis,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,,25065,273,99173,971556
2026-02-24,16:14:48,ALD-CALL-ANALYSIS,C:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25153,840,281215,7759056
2026-02-24,16:23:32,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25156,842,282526,7882117
2026-02-24,16:28:01,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25180,908,334529,9145528
2026-02-24,17:41:19,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,88e8585f-5e6c-446a-bedd-09d05c5c09a2,claude-opus-4-6,job-intake,2941,315,65938,741714
2026-02-24,17:44:24,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,88e8585f-5e6c-446a-bedd-09d05c5c09a2,claude-opus-4-6,job-intake,2953,444,72793,1144578
2026-02-24,17:52:40,2026-02-24_chenmed_senior-director-software-engineering,C:\Users\Tracy\Projects\job-applications\applications\2026-02-24_chenmed_senior-director-software-engineering,88e8585f-5e6c-446a-bedd-09d05c5c09a2,claude-opus-4-6,"job-intake,resume-tailor",3127,843,126834,2919563
2026-02-24,17:55:14,2026-02-24_chenmed_senior-director-software-engineering,C:\Users\Tracy\Projects\job-applications\applications\2026-02-24_chenmed_senior-director-software-engineering,88e8585f-5e6c-446a-bedd-09d05c5c09a2,claude-opus-4-6,"cover-letter-writer,job-intake,resume-tailor",3148,1160,147947,4159283
2026-02-25,14:20:54,ALD-CALL-ANALYSIS,C:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25221,1334,493638,13891210
2026-02-25,14:27:31,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25266,1553,616165,16106155
2026-02-25,15:03:21,dark-software-factory,C:\Users\Tracy\Projects\dark-software-factory,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25354,2137,838632,23025251
2026-02-25,15:04:11,ALD-CALL-ANALYSIS,C:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25359,2183,839795,23371361
2026-02-25,15:06:48,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25362,2184,840705,23487312
2026-02-25,15:14:32,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25376,2257,846855,24191988
2026-02-25,15:16:30,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25379,2258,847224,24311522
2026-02-25,17:50:17,ALD-CALL-ANALYSIS,c:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25387,2278,1061484,24590226
2026-02-25,17:53:43,ALD-CALL-ANALYSIS,C:\Users\Tracy\Projects\ald-call-analysis,b36fdae1-ace7-4170-b349-1d0c9ed1ab00,claude-opus-4-6,csr-training,25399,2311,1078485,25359356
2026-02-25,18:17:44,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,3fd7a27b-5312-4375-b719-c07ac2c2397d,claude-opus-4-6,job-tracker,2386,602,133163,1751870
2026-02-25,18:19:28,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,3fd7a27b-5312-4375-b719-c07ac2c2397d,claude-opus-4-6,job-tracker,2396,630,139816,1974682
2026-02-25,18:24:09,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,3fd7a27b-5312-4375-b719-c07ac2c2397d,claude-opus-4-6,"job-intake,job-tracker",2435,977,180857,4379502
2026-02-25,18:25:31,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,3fd7a27b-5312-4375-b719-c07ac2c2397d,claude-opus-4-6,"job-intake,job-tracker",2441,999,186205,4539082
2026-02-25,18:26:47,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,3fd7a27b-5312-4375-b719-c07ac2c2397d,claude-opus-4-6,"job-intake,job-tracker",2444,1001,190524,4621546
2026-02-25,19:03:50,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,49,396,54934,924828
2026-02-25,19:17:43,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,52,398,55199,963594
2026-02-25,19:30:03,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,96,740,144249,3109646
2026-02-25,19:30:37,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,99,742,145602,3184433
2026-02-25,19:33:10,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,110,800,151004,3729168
2026-02-25,19:36:17,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,113,803,153507,3808595
2026-02-25,19:39:36,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,119,823,161267,3972455
2026-02-25,19:41:24,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,133,897,171224,4868072
2026-02-25,19:48:53,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,157,1022,191476,6665881
2026-02-25,19:50:55,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,163,1038,199896,6872277
2026-02-25,19:55:22,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,175,1067,223330,7753445
2026-02-25,20:05:32,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,215,1452,264350,12185645
2026-02-25,20:07:09,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,224,1532,270640,13202032
2026-02-25,20:10:58,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,231,1559,276494,13648069
2026-02-25,20:32:56,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,234,1561,279261,13799094
2026-02-25,20:51:24,JOB-APPLICATIONS,c:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,,241,1624,287151,14579866
2026-02-25,20:57:59,JOB-APPLICATIONS,C:\Users\Tracy\Projects\job-applications,d8a5317e-dcf6-4c5a-b8fa-5b6fdcb43173,claude-opus-4-6,"cover-letter-writer,interview-debrief,job-intake,offer-evaluator",301,1969,479992,16442813
2026-02-25,21:53:30,dark-software-factory,C:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,,27,204,18467,425413
2026-02-25,21:56:31,dark-software-factory,C:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,,34,209,22548,502678
2026-02-25,21:57:10,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,,40,229,23090,557310
2026-02-25,22:03:19,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,"citadel-workflow,cover-letter-writer,csr-training,hipaa-scaffold,job-intake,job-tracker,onboarding-setup,project-bootstrap,resume-tailor,security-hardening,servicetitan-analysis",92,621,100662,2444168
2026-02-25,22:04:09,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,"citadel-workflow,cover-letter-writer,csr-training,hipaa-scaffold,job-intake,job-tracker,onboarding-setup,project-bootstrap,resume-tailor,security-hardening,servicetitan-analysis",104,631,104293,2750672
2026-02-25,22:07:08,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,"application-analytics,application-outcome-logger,citadel-workflow,cover-letter-writer,csr-training,hipaa-scaffold,interview-debrief,interview-prep-builder,job-intake,job-tracker,offer-evaluator,onboarding-setup,project-bootstrap,resume-tailor,search-optimizer,security-hardening,servicetitan-analysis",159,832,144843,4531384
2026-02-25,22:16:24,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,"application-analytics,application-outcome-logger,citadel-workflow,cover-letter-writer,csr-training,hipaa-scaffold,interview-debrief,interview-prep-builder,job-intake,job-tracker,offer-evaluator,onboarding-setup,project-bootstrap,resume-tailor,search-optimizer,security-hardening,servicetitan-analysis",166,885,146933,4730722
2026-02-25,22:22:58,dark-software-factory,c:\Users\Tracy\Projects\dark-software-factory,8b99cbad-49a8-4993-b3fb-cbfa846757d1,claude-opus-4-6,"application-analytics,application-outcome-logger,citadel-workflow,cover-letter-writer,csr-training,hipaa-scaffold,interview-debrief,interview-prep-builder,job-intake,job-tracker,offer-evaluator,onboarding-setup,project-bootstrap,resume-tailor,search-optimizer,security-hardening,servicetitan-analysis",186,966,205741,5621937
